checkout_id,member_id,book_id,checkout_date,return_date,member_id.1,first_name,last_name,grade,neighborhood,membership_status,join_date,book_id.1,title,author,genre,pages,publication_year,publisher
9101,1020,532,2025-05-25,2025-06-15,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9316,1065,513,2024-08-25,2024-09-17,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9148,1027,532,2025-07-05,2025-07-26,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9070,1018,513,2025-01-08,2025-02-01,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9139,1036,521,2024-03-14,2024-03-20,1036,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9043,1005,505,2024-01-26,2024-02-04,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books
9187,1034,502,2024-08-11,,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9269,1054,507,2025-01-26,2025-01-31,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9056,1010,519,2025-07-11,2025-07-27,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9057,1020,519,2025-02-03,,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9140,1034,513,2025-03-06,2025-04-02,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9209,1058,525,2024-11-22,2024-12-12,1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9249,1057,519,2024-10-17,2024-11-03,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9058,1006,501,2025-03-18,2025-04-09,1006,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9366,1079,503,2024-06-23,2024-07-23,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press
9218,1044,532,2025-04-23,2025-05-04,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9355,1075,515,2024-11-10,2024-12-02,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,515,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9205,1053,525,2024-12-02,2024-12-14,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9025,1001,525,2024-10-24,2024-11-07,1001,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9124,1024,525,2025-10-14,2025-11-13,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9034,1015,511,2025-10-13,,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9181,1041,509,2025-03-24,,1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9171,1027,507,2025-05-23,2025-06-19,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9318,1067,513,2025-07-23,2025-08-17,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9296,1065,501,2024-12-15,2025-01-11,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9348,1075,532,2024-07-28,2024-08-25,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books
9141,1027,529,2025-02-09,2025-03-03,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9094,1022,527,2024-11-22,2024-12-08,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,527,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9280,1054,517,2024-09-06,2024-09-15,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,517,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House
9211,1044,507,2025-04-28,2025-05-25,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9294,1067,507,2024-11-26,,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9372,1076,519,2025-03-06,2025-04-02,1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9112,1031,521,2024-07-28,2024-08-22,1031,Ali,Fahmy,8.0,NASR CITY,Active,2023-09-08,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers
9001,1008,501,2025-08-23,2025-08-28,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9328,1070,501,2024-01-28,,1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9075,1018,510,2024-07-01,,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9149,1032,507,2025-02-09,2025-02-18,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9165,1030,519,2025-03-27,2025-04-02,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9255,1044,509,2025-05-24,2025-06-13,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9304,1068,519,2024-04-16,2024-05-09,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9322,1061,510,2025-10-20,2025-11-15,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9317,1061,507,2024-01-26,2024-02-09,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9271,1044,513,2025-04-26,2025-05-06,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9186,1034,516,2025-07-17,2025-08-03,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9333,1072,520,2025-06-03,2025-06-08,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,520,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books
9188,1023,507,2025-05-11,2025-06-08,1023,Hassan,Rashad,8.0,Nasr City,Inactive,,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9371,1079,528,2025-04-22,2025-05-02,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,528,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House
9036,1010,515,2024-11-27,2024-12-24,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,515,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers
9163,1034,531,2025-12-28,2026-01-02,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,531,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books
9091,1008,525,2024-06-03,2024-06-12,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9092,1019,507,2025-03-20,2025-03-27,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9040,1016,529,2025-01-23,2025-02-11,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9376,1024,518,2025-10-22,2025-11-04,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9033,1020,522,2025-02-26,2025-03-11,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers
9341,1065,516,2025-02-19,2025-03-09,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9247,1044,510,2025-02-01,2025-02-23,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers
9184,1026,501,2024-12-15,2025-01-11,1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9228,1044,516,2024-12-05,2024-12-26,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9331,1065,525,2025-02-17,2025-02-23,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9207,1044,527,2025-10-20,2025-11-04,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,527,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House
9323,1072,519,2024-01-23,2024-01-28,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9337,1072,529,2024-11-13,,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9326,1062,501,2024-08-15,2024-08-21,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9128,1024,501,2025-06-12,2025-06-19,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9123,1027,511,2025-03-23,2025-04-11,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9003,1015,501,2024-08-04,2024-08-13,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9066,1005,513,2025-07-15,2025-07-31,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9053,1008,516,2025-07-20,2025-08-08,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9052,1019,501,2024-06-20,2024-06-29,1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9162,1030,519,2025-08-27,2025-09-11,1030,Reem,Osman,,Nasr City,Active,2025-04-01,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9027,1018,519,2024-11-04,,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9194,1024,513,2024-09-17,2024-10-09,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9120,1034,526,2025-06-06,2025-06-26,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,526,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House
9182,1037,525,2024-05-19,2024-06-03,1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books
9241,1059,519,2025-01-04,2025-01-11,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9172,1030,513,2025-05-04,2025-05-26,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9193,1034,519,2024-09-15,2024-10-01,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9100,1010,513,2025-08-27,2025-09-22,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9227,1059,513,2024-11-02,2024-11-20,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9110,1030,506,2024-05-14,2024-05-30,1030,Reem,Osman,,Nasr City,Active,2025-04-01,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press
9021,1008,501,2025-05-22,2025-05-29,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9007,1008,507,2025-03-15,2025-03-31,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9365,1075,501,2024-01-17,2024-02-01,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9142,1027,516,2024-09-21,2024-10-14,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9073,1008,513,2025-02-13,,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9024,1010,507,2025-01-27,2025-02-09,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9067,1008,507,2024-01-05,2024-01-29,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9324,1061,529,2025-03-12,2025-04-10,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers
9250,1044,507,2025-08-05,2025-08-23,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9090,1016,507,2025-02-18,2025-03-04,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9198,1027,524,2024-10-03,2024-10-19,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,524,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers
9046,1022,513,2024-02-22,,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
9115,1034,502,2025-12-16,2026-01-15,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9310,1067,511,2024-02-04,2024-02-12,1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press
9357,1077,516,2024-07-26,2024-08-15,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press
9286,1072,507,2024-08-09,2024-08-16,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9354,1079,502,2024-03-09,2024-03-18,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House
9290,1065,519,2025-10-09,,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press
9257,1047,501,2024-10-18,2024-11-16,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9261,1047,509,2025-09-02,2025-09-18,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press
9119,1024,518,2025-02-26,2025-03-15,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House
9313,1068,507,2024-12-13,2024-12-19,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press
9213,1050,501,2024-05-07,2024-05-14,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press
9051,1003,513,2025-07-22,2025-08-18,1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books
